anuncio,valor_cop,tipo,city,Ciudad,Estado,area,Cuartos,bano,habitaciones
"Desde $ 236.300.000

Apartamento en Zipaquirá, Cundinamarca

Unidades desde:

3 Habs.
2 Baños
52.8 m²
Verdi, Apartamento En Venta En Zipaquirá

¡Renueva tu forma de vivir en Verdi! Un proyecto de la ciudadela Alameda, ubicado en el mejor sector de Zipaquirá con apartamentos VIS de 2 o 3 alcobas, lo mejor, con parqueadero privado. Una de sus principales características del proyecto es estar en una ciudadela que contará con un parque público de 31.600 m2 y estará rodeado de grandes beneficios gracias a su ubicación estratégica y alta valorización en Zipaquirá como comercio, el futuro Regiotram del Norte y educación. El camino a tu nueva vida en este magnífico proyecto con más de 20 zonas comunes totalmente dotadas en un Club House, allí encontrarás como zona café, coworking, salón social, zona lounge, sala VIP, zona cool, zona fitness y mucho más. En Verdi tendrás todo lo que necesitas para cumplir tus sueños y renovar tu forma de vivir.

Contactar
Llamar
Whatsapp",236300000,Apartamento," Cundinamarca

Unidades desde:

3 Habs.
2 Baños
52.8 m²
Verdi",Zipaquirá,Apartamento En Venta En Zipaquirá,52.8,2,,3
"Desde $ 192.172.500

Apartamento en Ricaurte, Cundinamarca

Unidades desde:

3 Habs.
2 Baños
57 m²
Oikos Palma Real, Apartamento En Venta En Ricaurte

Oikos Palma Real es un proyecto campestre de apartamentos VIS de 3 alcobas con balcón, ubicado en FLANDES, es una excelente opción para aquellos que buscan una vida cómoda y llena de diversión. Entre las amenidades más destacadas se encuentran su club house con habitaciones tipo Hotel, cancha de tenis, gimnasio semi dotado, zona de juegos infantiles, amplias zonas verdes. Además, el proyecto está ubicado cerca de las principales vías de acceso, lo que permite un fácil acceso a una gran variedad de servicios y establecimientos comerciales. *PRECIO 135 SMMLV DEL AÑO DE ESCRITURACIÓN. APLICA SUBSIDIOS DE CAJA DE COMPENSACIÓN. *Bono de 5 Millones para entregas 2025 *Bono de semiacabados para entregas 2026 SEPARA CON 2 MILLONES

Contactar
Llamar
Whatsapp",192172500,Apartamento," Cundinamarca

Unidades desde:

3 Habs.
2 Baños
57 m²
Oikos Palma Real",Ricaurte,Apartamento En Venta En Ricaurte,57,2,,3
"Desde $ 490.000.000

Casa en La mesa, Cundinamarca

Unidades desde:

3 Habs.
2 Baños
80 m²
Reserva De La Tulita, Casa En Venta En La Mesa

Tu casa campestre en La Mesa: A Solo 90 Minutos de Bogotá. Invierte en el hogar de tus sueños. Descubre nuestras casas campestres en La Mesa, Cundinamarca, ubicadas a 90 minutos de Bogotá. Todas las casas cuentan con parqueadero privado y zona verde. Ofrecemos propiedades desde 80 m² construidos en lotes de 250 m², con facilidades de pago. ¡Es la oportunidad perfecta para vivir la tranquilidad del campo! Proyecto ubicado a tan solo dos cuadras de la autopista principal y a pocos minutos de bancos, colegios, supermercados, servicios de salud y establecimientos de comercio en general.

Contactar
Llamar",490000000,Casa," Cundinamarca

Unidades desde:

3 Habs.
2 Baños
80 m²
Reserva De La Tulita",La mesa,Casa En Venta En La Mesa,80,2,,3
"Desde $ 860.671.000

Casa Campestre en Cota, Cundinamarca

Unidades desde:

3 Habs.
3 Baños
91.15 m²
Kundara Casas Campestres, Casa Campestre En Venta En Cota

Kundara casas campestres es un proyecto ubicado estratégicamente, excelente proyección de valorización, con más de 120.000m2, amplias zonas verdes, vista a las montañas, nuestras casas de 1 o 2 niveles contaran con lotes desde 209m2 hasta 350m2 acorde al área, todos los tipo de casa cuentan con 2 parqueaderos y opción de 3 parqueaderos, con más de 800m2 de edificio social , lago, Zona Pet Friendly, canchas de Paddle Tenis, cancha de Tenis, cancha múltiple, canchas de Futbol 5, Senderos peatonales, Gimnasio, Piscina para Adultos, Piscina para Niños, Sauna, todo un club house, etc.

Contactar
Llamar
Whatsapp",860671000,Casa," Cundinamarca

Unidades desde:

3 Habs.
3 Baños
91.15 m²
Kundara Casas Campestres",Cota,Casa Campestre En Venta En Cota,91.15,3,,3
"Desde $ 135.276.300

Apartamento en Soacha, Cundinamarca
2 Habs.
1 Baño
39 m²
Zue Esmeralda, Apartamento En Venta En Soacha

Zue Esmeralda es el proyecto VIP del Megaproyecto Avivir Zue ubicado en Soacha, cerca del nuevo portal de Transmilenio El Vinculo en donde podrás encontrar tranquilidad y zonas verdes para compartir con tu familia. Con mas de 260.000m2 zonas verdes ambientales y paques, mas de 3,70km de vías del Megaproyecto y mas de 8.000 viviendas y 17 proyectos en conjunto cerrado. Podras vivir en un megaproyecto que lo tiene todo.

Contactar
Llamar",135276300,Apartamento," Cundinamarca
2 Habs.
1 Baño
39 m²
Zue Esmeralda",Soacha,Apartamento En Venta En Soacha,39,1,,2
"Desde $ 200.000.000

Apartamento en Soacha, Cundinamarca
2 Habs.
2 Baños
57 m²
Zue Turquesa, Apartamento En Venta En Soacha

Zue Turquesa es el proyecto VIP del Megaproyecto Avivir Zue ubicado en Soacha, cerca del nuevo portal de Transmilenio El Vinculo en donde podrás encontrar tranquilidad y zonas verdes para compartir con tu familia. Con mas de 260.000m2 zonas verdes ambientales y paques, mas de 3,70km de vías del Megaproyecto y mas de 8.000 viviendas y 17 proyectos en conjunto cerrado. Podras vivir en un megaproyecto que lo tiene todo.

Contactar
Llamar",200000000,Apartamento," Cundinamarca
2 Habs.
2 Baños
57 m²
Zue Turquesa",Soacha,Apartamento En Venta En Soacha,57,2,,2
"Desde $ 192.172.500

Apartamento en Ricaurte, Cundinamarca
3 Habs.
2 Baños
52.97 m²
Bahia Solero Valencia, Apartamento En Venta En Ricaurte

CLUB DE PLAYA VALENCIA cuenta con una UBICACIÓN PRIVILEGIADA, tendrás a tu alcance todo lo necesario para disfrutar al máximo de tus días libres. Cada apartamento cuenta con balcón y amplios espacios, tambien RELACIÓN DE PARQUEADEROS 1 A 1. Disfruta de una diversidad de servicios y amenidades, como PISCINA, GIMNASIO SEMIDOTADO, PARQUES INFANTILES y ZONAS VERDES. ¡No esperes más y haz de este hermoso proyecto tu próximo destino vacacional, tu refugio de fines de semana o tu hogar de retiro. *PRECIO 135 SMMLV DEL AÑO DE ESCRITURACIÓN. *APLICA SUBSIDIOS DE CAJA DE COMPENSACIÓN. *ENTREGAS SEGUNDO SEMESTRE 2027 *SEPARA CON $2.000.000

Contactar
Llamar
Whatsapp",192172500,Apartamento," Cundinamarca
3 Habs.
2 Baños
52.97 m²
Bahia Solero Valencia",Ricaurte,Apartamento En Venta En Ricaurte,52.97,2,,3
"Desde $ 277.490.000

Apartamento en Ricaurte, Cundinamarca
3 Habs.
2 Baños
57.84 m²
Peñazul La Aldea, Apartamento En Venta En Ricaurte

Hemos invertido un tiempo valioso para otorgarte, en esencia, 5 ESPACIOS confortables en lugares de ensueño para que tus temporadas de descanso se relacionen verdaderamente con el TIEMPO para experimentar el confort, la pasividad y esa sensación continuada a la que describes como: La vida que te mereces. ESPACIOS llenos de vida que recargan tu vitalidad y cuanto más los disfrutas, más te enamoras de este lugar..

Contactar
Llamar
Whatsapp",277490000,Apartamento," Cundinamarca
3 Habs.
2 Baños
57.84 m²
Peñazul La Aldea",Ricaurte,Apartamento En Venta En Ricaurte,57.84,2,,3
"Desde $ 311.628.000

Apartamento en Zipaquirá, Cundinamarca
3 Habs.
2 Baños
58.51 m²
San Mateo La Quinta, Apartamento En Venta En Zipaquirá

¡Dcto desde 13 Millones, Únicamente para proyectos y tipologías seleccionadas.! *Aplica TERMINOS Y CONDICIONES. San Mateo se encuentra ubicado en una zona de gran desarrollo urbanístico en Zipaquirá, a pocos minutos de Cajicá y Chía. Es un sector cercano a centros comerciales y a vías como la Calle 8, Calle 7, Transversal 18. Este proyecto se compone de nueve (9) torres de vivienda, para un total de 456. Cuenta con un edificio de parqueaderos y deposito, conformados por 456 parqueaderos para residentes y 91 parqueaderos para visitantes.

Contactar
Llamar
Whatsapp",311628000,Apartamento," Cundinamarca
3 Habs.
2 Baños
58.51 m²
San Mateo La Quinta",Zipaquirá,Apartamento En Venta En Zipaquirá,58.51,2,,3
"Desde $ 220.000.000

Apartamento en Soacha, Cundinamarca
3 Habs.
2 Baños
65 m²
Zue Rubi, Apartamento En Venta En Soacha

Zue Rubi es el proyecto VIP del Megaproyecto Avivir Zue ubicado en Soacha, cerca del nuevo portal de Transmilenio El Vinculo en donde podrás encontrar tranquilidad y zonas verdes para compartir con tu familia. Con mas de 260.000m2 zonas verdes ambientales y paques, mas de 3,70km de vías del Megaproyecto y mas de 8.000 viviendas y 17 proyectos en conjunto cerrado. Podras vivir en un megaproyecto que lo tiene todo.

Contactar
Llamar",220000000,Apartamento," Cundinamarca
3 Habs.
2 Baños
65 m²
Zue Rubi",Soacha,Apartamento En Venta En Soacha,65,2,,3
"Desde $ 346.891.000

Apartamento en Ricaurte, Cundinamarca
3 Habs.
2 Baños
65.65 m²
Peñazul El Poblado, Apartamento En Venta En Ricaurte

¡Dcto desde 11 Millones, Únicamente para proyectos y tipologías seleccionadas.! *Aplica TERMINOS Y CONDICIONES. El sueño de vivir en tu propio club no es algo que tengas que imaginar, ya lo puedes vivir con Peñazul El Poblado. Un lugar donde la felicidad se apodera de toda la familia con espacios llenos de entretenimiento y disponibles para disfrutar como canchas, zonas húmedas y juegos acuáticos. En la vía principal de Ricaurte - Girardot, justo un kilómetro después de Carulla..

Contactar
Llamar
Whatsapp",346891000,Apartamento," Cundinamarca
3 Habs.
2 Baños
65.65 m²
Peñazul El Poblado",Ricaurte,Apartamento En Venta En Ricaurte,65.65,2,,3
"Desde $ 317.314.000

Apartamento en Zipaquirá, Cundinamarca
3 Habs.
2 Baños
72.88 m²
San Simón La Quinta, Apartamento En Venta En Zipaquirá

San Simón se encuentra ubicado en una zona de gran desarrollo urbanístico en Zipaquirá, a pocos minutos de Cajicá y Chía. Un lugar donde contarás con ventajas únicas que harán la vida de tu familia más fácil. Vías de acceso principales que favorecen tu movilidad: Autopista vía Bogotá, Cra. 19, Avda. Cll. 28 y futuro Tren de Cercanías. Sitios de interés cercanos: Colegio La Salle Universidad Uniminuto Colegio Santiago Pérez C.C. Centro Chía Sena C.C. Fontanar.

Contactar
Llamar
Whatsapp",317314000,Apartamento," Cundinamarca
3 Habs.
2 Baños
72.88 m²
San Simón La Quinta",Zipaquirá,Apartamento En Venta En Zipaquirá,72.88,2,,3
"Desde $ 175.500.000

Apartamento en Neiva, Huila

Unidades desde:

3 Habs.
2 Baños
52.36 m²
Primavera Verde, Apartamento En Venta En Neiva

Primavera Verde, es el primer proyecto de apartamentos sostenible que se refleja en el beneficio de ahorro en servicios públicos, eficiencia bioclimática, diseño y ventilación natural. Cada espacio de tu nuevo hogar tiene acabados y está pensado para cada integrante de tu familia quienes vivirán los mejores momentos. No pierdas esta oportunidad en la ciudad de Neiva

Contactar
Llamar",175500000,Apartamento," Huila

Unidades desde:

3 Habs.
2 Baños
52.36 m²
Primavera Verde",Neiva,Apartamento En Venta En Neiva,52.36,2,,3
"Desde $ 275.000.000

Apartamento en Restrepo, Meta

Unidades desde:

1 Hab
1 Baño
35.95 m²
Llano Kristal, Apartamento En Venta En Restrepo

El primer proyecto de apartamentos con laguna cristalina en el Meta. Vive, descansa e invierte en un entorno natural único, con tecnología Crystal Lagoons® y el respaldo de Arquitectura y Concreto.

Contactar
Llamar
Whatsapp",275000000,Apartamento," Meta

Unidades desde:

1 Hab
1 Baño
35.95 m²
Llano Kristal",Restrepo,Apartamento En Venta En Restrepo,35.95,1,,1
"Desde $ 205.000.000

Casa en Restrepo, Meta

Unidades desde:

2 Habs.
1 Baño
52.72 m²
Mirador De La Montaña - Restrepo Meta, Casa En Venta En Restrepo

CONJUNTO CERRADO DE 198 CASAS VIS, CAMPESTRES E INNOVADORAS. UBICACIÓN PRIVILEGIADA EN RESTREPO - META, entre los condominios Senderos del Llano 2 y Hacienda la Pradera, a 13 minutos de Villavicencio, acediendo por la nueva doble calzada. Combinación de NATURALEZA y DISEÑO URBANO. Las casas tienen diversas posibilidades de CRECIMIENTO EN ÁREA, de 52.69 mts2, hasta llegar a 100.35 mts2 de construcción, con 4 habitaciones. DISEÑO DINÁMICO Y VERSATIL CON: SALÓN SOCIAL DE DOS PISOS CON MIRADOR BBQ, CLUB HOUSE, PISCINA CON TERRAZA ASOLEADORA, ZONAS VERDES CON JUEGOS INFANTILES, PORTERIA CON LOBBY ACCESO.

Contactar
Llamar
Whatsapp",205000000,Casa," Meta

Unidades desde:

2 Habs.
1 Baño
52.72 m²
Mirador De La Montaña - Restrepo Meta",Restrepo,Casa En Venta En Restrepo,52.72,1,,2
"Desde $ 260.000.000

Apartamento en La tebaida, Quindio

Unidades desde:

1 Hab
1 Baño
47 m²
Makadamia Campestre, Apartamento En Venta En La Tebaida

Un proyecto exclusivo de tan solo 135 apartamentos, ubicado a solo 5 minutos del Club Campestre Internacional de armenia Quindío. Aquí encontrarás mucho más que un lugar para vivir: ✨ Seguridad para tu familia ? Bienestar y armonía en cada rincón ? Una inversión con propósito y proyección

Contactar
Llamar
Whatsapp",260000000,Apartamento," Quindio

Unidades desde:

1 Hab
1 Baño
47 m²
Makadamia Campestre",La tebaida,Apartamento En Venta En La Tebaida,47,1,,1
"Desde $ 205.650.000

Apartamento en Quimbaya, Quindio

Unidades desde:

2 Habs.
1 Baño
51.75 m²
Tacurumbí Torre 4, Apartamento En Venta En Quimbaya

Tacurumbí Parque Residencial es un lugar pensado para disfrutar la vida en familia, en un entorno que combina comodidad, naturaleza y excelente proyección urbana. Con modernas zonas comunes, espacios amplios y un diseño que prioriza el bienestar, aquí encontrarás el equilibrio perfecto entre tranquilidad y cercanía a lo que necesitas. Su ubicación estratégica en Quimbaya permite fácil acceso a comercios, servicios, y atractivos turísticos del Eje Cafetero, convirtiéndolo en una inversión segura y un hogar ideal para quienes buscan calidad de vida y valorización

Contactar
Llamar
Whatsapp",205650000,Apartamento," Quindio

Unidades desde:

2 Habs.
1 Baño
51.75 m²
Tacurumbí Torre 4",Quimbaya,Apartamento En Venta En Quimbaya,51.75,1,,2
"Desde $ 342.251.000

Apartamento en Dosquebradas, Risaralda

Unidades desde:

1 Hab
1 Baño
60.78 m²
Koa Loft, Apartamento En Venta En Dosquebradas

Koa Loft, está conformado por una torre de 114 apartamentos, tipo loft de 1 y 2 habitaciones. Es un concepto diferente a todo lo que conoces. Con exclusivos amenities, en el último piso del edificio. Un lugar lleno de detalles, donde puedes ser tú.

Contactar
Llamar
Whatsapp",342251000,Apartamento," Risaralda

Unidades desde:

1 Hab
1 Baño
60.78 m²
Koa Loft",Dosquebradas,Apartamento En Venta En Dosquebradas,60.78,1,,1
"Desde $ 279.489.996

Apartamento en Dosquebradas, Risaralda

Unidades desde:

1 Hab
2 Baños
37.55 m²
Natura Living, Apartamento En Venta En Dosquebradas

Cuando la inspiración por crear proyectos que impactan positivamente en el desarrollo de la ciudad, y la experiencia de más de 30 años construyendo con propósito se unen salen cosas increíbles; diseñadas para ser un referente de arquitectura moderna de vivienda y comercio en la ciudad. Esta es una mezcla perfecta, y nos dimos cuenta que las tenemos todas: • Vivienda y comercio • Diseño y precio • Ahorro e inversión Natura Living es un proyecto desarrollado por etapas, que están conformadas por tres torres de siete pisos, conformada por 29 locales comerciales y 108 apartamentos.

Contactar
Llamar
Whatsapp",279489996,Apartamento," Risaralda

Unidades desde:

1 Hab
2 Baños
37.55 m²
Natura Living",Dosquebradas,Apartamento En Venta En Dosquebradas,37.55,2,,1
"Desde $ 417.300.000

Apartamento en Dosquebradas, Risaralda

Unidades desde:

2 Habs.
2 Baños
66.04 m²
Perla Nova, Apartamento En Venta En Dosquebradas

Situado en una de las áreas de mayor valorización de Dosquebradas, estarás a tan solo 5 minutos del vibrante centro de Pereira, lo que te permite disfrutar de toda la oferta comercial, cultural y de servicios que la ciudad tiene para ofrecer. Además, la ubicación estratégica de Perla Nova te pone cerca de diversos espacios comerciales y residenciales, asegurando que siempre tengas todo lo que necesitas al alcance de tu mano. Un entorno ideal para vivir, trabajar y disfrutar, con la conveniencia de tener todo a tu disposición sin sacrificar la tranquilidad de tu hogar. Un lugar pensado para su comodidad, bienestar y calidad de vida. donde cada detalle está diseñado para ofrecerte el máximo confort.

Contactar
Llamar
Whatsapp",417300000,Apartamento," Risaralda

Unidades desde:

2 Habs.
2 Baños
66.04 m²
Perla Nova",Dosquebradas,Apartamento En Venta En Dosquebradas,66.04,2,,2
